Entry,Name,Processing condition,,Cluster Number (0 to 11),,Al,Cu,Mn,N,Ni,Ti,S,Fe,Zr,P,Si,V,Mo,Co,C,Nb,B,Cr,,(Ultimate) Tensile strength (MPa),Yield strength (MPa),Ductility (%),,Cluster Number,Cluster label
2336,AISI 4820 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 835C, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1422,1051,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2337,AISI 4320H Steel,"Mock Carburized, Oil Quenched, 230C (450F) Temper, 25 mm Round",,8,,0,0,0.55,0,1.775,0,0.04,96.425,0,0.035,0.225,0,0.25,0,0.2,0,0,0.5,,1025,724,17,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2338,AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 925C (1700F), Quenched And Tempered",,0,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,965,772,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2339,AISI 4820H Steel,"Normalized 860C (1580F), 25 mm (1 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,758,485,24,,4,Normalized (air cooled) – general-purpose steel
2340,AISI 4620H Steel,"Direct Quench From Pot, Carburized, Oil Quenched, 150C (300F) Temper",,5,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,1022,802,17,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2341,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1440,1195,14,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2342,AISI 4620H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 925C (1700F), Quenched And Tempered",,0,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,1014,841,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2343,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,820,560,23,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2344,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,807,550,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2345,AISI 4820H Steel,"Double Quenched And Tempered (150C (300F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1410,1141,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2346,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1125,827,15,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2347,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1440,1195,14,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2348,AISI 4027 Steel,"Water Quenched 865C (1590F), 540C (1000F) Temper, 50 mm (2 In.) Round",,10,,0,0,0.8,0,0,0,0.04,98.35,0,0.035,0.25,0,0.25,0,0.275,0,0,0,,765,585,23,,10,Quenched (water) & tempered – high-strength structural steel
2349,AISI 4320 Steel,"Mock Carburized 925C (1700F) For 8 Hrs., Reheated To 815C (1500F), Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.55,0,1.825,0,0.04,96.38,0,0.035,0.225,0,0.25,0,0.195,0,0,0.5,,1050,738,17,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2350,AISI 5120H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,1020,848,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2351,AISI 5120 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.905,0,0.035,0.225,0,0,0,0.195,0,0,0.8,,910,717,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2352,AISI 4815 Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1055,889,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2353,ASTM A709 Steel,"Grade 50 And 50W, _ 100 mm",,1,,0,0,1.35,0,0,0,0.05,98.36,0,0.04,0,0,0,0,0.2,0,0,0,,451,345,18,,1,Hot rolled – general construction steel
2354,AISI 4820H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1413,1085,11,,0,Carburized – quenched (oil) – wear-resistant surface steel
2355,AISI 5120 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 845C (1550F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.905,0,0.035,0.225,0,0,0,0.195,0,0,0.8,,938,758,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2356,AISI 4718 Steel,"Pseudocarburized, Reheated To 765C (1700F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1096,601,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2357,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1415,1170,13,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2358,AISI 4620H Steel,"Single Quenched And Tempered, Carburized, Oil Quenched, 230C (450F) Temper",,5,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,796,557,20,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2359,AISI Grade 18Ni (250) Maraging Steel,"3.18 mm Thick Sheet, Solution Annealed At 815C (1500F) For 30 Minutes, Air Cooled, Aged At 455C (850F) For 3 Hours",,0,,0.1,0,0.1,0,18.5,0.4,0.01,68.44,0.01,0.01,0.1,0,4.8,7.5,0.03,0,0,0,,1810,1770,4,,0,Carburized – quenched (oil) – wear-resistant surface steel
2360,AISI 4820H Steel,"Normalized 860C (1580F), 13 mm (0.5 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,772,495,26,,4,Normalized (air cooled) – general-purpose steel
2361,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,938,640,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2362,ASTM A709 Steel,"Grade 100 And 100W, > 64 mm & < 100 mm",,1,,0,0,0.95,0,0,0,0.04,98.82,0,0.035,0,0,0,0,0.155,0,0,0,,690,620,17,,1,Hot rolled – general construction steel
2363,AISI 4820H Steel,"Normalized 860C (1580F), 50 mm (2 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,738,475,23,,4,Normalized (air cooled) – general-purpose steel
2364,AISI 5120 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C (1430F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.905,0,0.035,0.225,0,0,0,0.195,0,0,0.8,,848,650,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2365,AISI 4815 Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1170,1070,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2366,ASTM A514 Steel,"Grade Q, Plate Thickness _ 19 mm",,11,,0,0,1.125,0,1.35,0,0.04,95.22,0,0.035,0.25,0.055,0.5,0,0.175,0,0,1.25,,828,690,18,,11,plate – no special treatment – general-purpose steel
2367,AISI 5120H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,986,786,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2368,AISI 4118H Steel,"Single Quench, 230C (450F) Temper, 1.2 mm Case Depth",,5,,0,0,0.8,0,0,0,0.04,98.085,0,0.035,0.225,0,0.115,0,0.2,0,0,0.5,,951,620,18,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2369,AISI 4815H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1055,889,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2370,AISI 4820 Steel,"Double Quenched And Tempered (230C (450F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1355,1182,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2371,AISI 4820H Steel,"Annealed 815C (1500F), 25 mm (1 In.) Round",,7,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,685,460,22,,7,Annealed – easy-to-machine – round annealed stock
2372,AISI 8617H Steel,"Heat Treated, Machined, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.48,0,0.035,0.225,0,0.2,0,0.17,0,0,0.5,,883,650,19,,0,Carburized – quenched (oil) – wear-resistant surface steel
2373,AISI 4620 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 775C (1430F), Quenched And Tempered",,0,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,883,758,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2374,AISI 5120H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 775C (1430F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,834,635,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
2375,AISI 4820 Steel,Normalized 860C (1580F),,4,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,760,485,24,,4,Normalized (air cooled) – general-purpose steel
2376,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1170,869,15,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2377,AISI 4620H Steel,"Mock Carburized, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,675,460,25,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2378,AISI 8617H Steel,"Heat Treated, Machined, Pseudocarburized, Reheated To 855C (1570F), 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.48,0,0.035,0.225,0,0.2,0,0.17,0,0,0.5,,834,625,19,,0,Carburized – quenched (oil) – wear-resistant surface steel
2379,AISI 4815 Steel,"Pseudocarburized, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1165,1005,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2380,AISI 4620 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 925C (1700F), Quenched And Tempered",,0,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,1014,841,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2381,AISI 4620H Steel,"Mock Carburized, 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,585,360,29,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2382,AISI 4820 Steel,"Direct Quenched From Pot, Tempered 150C (300F), 0.99 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1415,1141,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2383,AISI 8615 Steel,"Heat Treated, 150C (300F) Temper, 25 mm Bar",,0,,0,0,0.8,0,0.55,0,0.04,97.495,0,0.035,0.225,0,0.2,0,0.155,0,0,0.5,,690,500,20,,0,Carburized – quenched (oil) – wear-resistant surface steel
2384,ASTM A514 Steel,"Grade P, Plate Thickness 64 - 150 mm",,11,,0,0,0.575,0,1.35,0,0.04,96.007,0,0.035,0.275,0,0.525,0,0.165,0,0.003,1.025,,793,620,16,,11,plate – no special treatment – general-purpose steel
2385,AISI 8617 Steel,"Heat Treated, Machined, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.475,0,0.035,0.225,0,0.2,0,0.175,0,0,0.5,,786,530,22,,0,Carburized – quenched (oil) – wear-resistant surface steel
2386,AISI 4815 Steel,"Pseudocarburized, Reheated To 775C (1430F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1115,951,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2387,AISI 8617H Steel,"Heat Treated, Machined, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.48,0,0.035,0.225,0,0.2,0,0.17,0,0,0.5,,786,530,22,,0,Carburized – quenched (oil) – wear-resistant surface steel
2388,AISI 8617 Steel,"Double Quenched, 150C (300F) Temper",,5,,0,0,0.8,0,0.55,0,0.04,97.475,0,0.035,0.225,0,0.2,0,0.175,0,0,0.5,,820,550,23,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2389,AISI 4620 Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,550,365,29,,9,Normalized – general-purpose steel (round normalized stock)
2390,AISI 4820 Steel,"Direct Quenched From Pot, Tempered (230C (450F)), 0.99 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1382,1170,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2391,AISI 8620 Steel,"Double Quenched And Tempered (150C (300F)), Carburized",,5,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,917,572,20,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2392,AISI 8620 Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,635,360,26,,9,Normalized – general-purpose steel (round normalized stock)
2393,AISI 4820H Steel,Annealed 815C (1500F),,7,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,760,485,24,,7,Annealed – easy-to-machine – round annealed stock
2394,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,938,640,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2395,AISI 4620H Steel,"Single Quenched And Tempered, Carburized, Oil Quenched, 150C (300F) Temper",,5,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,822,576,19,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2396,AISI 4422 Steel,"Heat Treated In 25 mm Rounds, Reheated To 775C (1425F), 150C (300F) Temper",,0,,0,0,0.75,0,0,0,0.04,98.325,0,0.035,0.225,0,0.4,0,0.225,0,0,0,,820,385,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
2397,AISI 4820H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 835C, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1422,1051,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
2398,AISI 4718H Steel,"Pseudocarburized, Reheated To 765C (1410F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1131,735,9,,0,Carburized – quenched (oil) – wear-resistant surface steel
2399,AISI 8617 Steel,"Heat Treated, Machined, Pseudocarburized, Reheated To 855C (1570F), 150C (300F) Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.475,0,0.035,0.225,0,0.2,0,0.175,0,0,0.5,,834,625,19,,0,Carburized – quenched (oil) – wear-resistant surface steel
2400,AISI 4419H Steel,"Mock Carburized, 150C (300F) Temper, 14 mm (0.55 In.) Round",,8,,0,0,0.55,0,0,0,0.04,98.4,0,0.035,0.25,0,0.525,0,0.2,0,0,0,,710,450,24,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2401,AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 800C, 150C Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,958,765,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2402,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,820,560,23,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2403,ASTM A710 Steel,"Grade A, Class 2, 25 - 50 mm Inclusive",,1,,0,1.15,0.55,0,0.85,0,0.025,95.96,0,0.025,0.4,0,0.2,0,0.07,0.02,0,0.75,,495,415,20,,1,Hot rolled – general construction steel
2404,AISI 8620 Steel,"Cooled In Carburizing Box, Reheated And Quenched, 13 mm (0.5 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1296,1035,11,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2405,AISI 8620 Steel,"Single Quenched And Tempered (150C (300F)), Carburized",,5,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1300,1033,11,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2406,AISI 4815H Steel,"Pseudocarburized, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1075,910,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2407,AISI 8620 Steel,"Direct Quenched From Pot, 230C (450F) Temper, Carburized",,5,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1250,926,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2408,ASTM A514 Steel,"Grade Q, Plate Thickness 19 - 64 mm",,11,,0,0,1.125,0,1.35,0,0.04,95.22,0,0.035,0.25,0.055,0.5,0,0.175,0,0,1.25,,828,690,18,,11,plate – no special treatment – general-purpose steel
2409,AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 775C, 150C Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,903,710,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2410,AISI 8620 Steel,"Normalized (Heated To 915C Air Cooled), 13 mm (0.5 In.) Round",,4,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,660,370,26,,4,Normalized (air cooled) – general-purpose steel
2411,AISI 4815H Steel,"Pseudocarburized, Reheated To 775C (1430F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1025,855,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2412,AISI 4820H Steel,"Normalized 860C (1580F), 100 mm (4 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,717,470,22,,4,Normalized (air cooled) – general-purpose steel
2413,AISI 5120H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,883,696,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2414,ASTM A710 Steel,"Grade A, Class 1, 8 - 19 mm Inclusive",,1,,0,1.15,0.55,0,0.85,0,0.025,95.96,0,0.025,0.4,0,0.2,0,0.07,0.02,0,0.75,,620,550,20,,1,Hot rolled – general construction steel
2415,AISI 8620H Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,635,360,26,,9,Normalized – general-purpose steel (round normalized stock)
2416,AISI 8620 Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 840C, 150C Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1095,910,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2417,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,675,400,24,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2418,AISI 8620 Steel,"Single Quenched And Tempered (230C (450F)), Carburized",,5,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1157,833,14,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2419,AISI 5120 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 845C (1550F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.905,0,0.035,0.225,0,0,0,0.195,0,0,0.8,,979,786,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
2420,AISI 5120H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,97.9,0,0.035,0.225,0,0,0,0.2,0,0,0.8,,910,717,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2421,AISI 8620 Steel,"Carburized, Box Cooled, Reheated And Double Quenched, 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,917,570,20,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2422,AISI 8620 Steel,Annealed 13 mm (0.5 In.) Round,,3,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,530,385,31,,3,Normalized – easy-to-machine stock (cold drawn)
2423,AISI 8620 Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 800C, 150C Temper",,0,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,1040,848,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
2424,AISI 4820H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1448,1138,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
2425,AISI 8620 Steel,Annealed 25 mm (1 In.) Round,,3,,0,0,0.8,0,0.55,0,0.04,97.42,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,540,385,31,,3,Normalized – easy-to-machine stock (cold drawn)
2426,AISI 4620 Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,600,380,30,,9,Normalized – general-purpose steel (round normalized stock)
2427,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,896,635,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2428,AISI 8620H Steel,"Carburized, Box Cooled, Reheated And Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.775,0,0.55,0,0.04,97.445,0,0.035,0.25,0,0.2,0,0.205,0,0,0.5,,958,814,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2429,AISI 4820H Steel,"Direct Quenched From Pot, Tempered (230C (450F)), 0.99 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1382,1170,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
2430,AISI 4620 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 830C (1525F), Quenched And Tempered",,0,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,945,752,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
